id_pedido,fecha_pedido,cliente,canal,estado,sku,cantidad,precio_unitario,descuento_linea
PED-2025-00079,27-09-2025,  CONSTRUCCIONES ELORZA ,b2c,enviado,PRV-2050,3,"72,62",15
PED-2025-00080,2025-09-16,Instalaciones Bermudez,B2B,COMPLETADO,PRV-2042,2,"273,78",0
PED-2025-00080,2025-09-16,Instalaciones Bermudez,B2B,COMPLETADO,PRV-2028,2,210.55,
PED-2025-00080,16/09/2025,Instalaciones Bermudez,B2B,COMPLETADO,PRV-2066,3,"530,29",0
PED-2025-00081,2025-09-09 18:34:00,Grupo Ferreteria Norte,MARKETPLACE,Completado,PRV-2073,10,"294,55",0
PED-2025-00081,09-09-2025,Grupo Ferreteria Norte,MARKETPLACE,Completado,PRV-2078,3,448.06,0
PED-2025-00081,2025-09-09,Grupo Ferreteria Norte,MARKETPLACE,Completado,PRV-2046,"25,0","215,35",10
PED-2025-00082,2025-09-06,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2058,3,"191,12",15
PED-2025-00082,06/09/2025,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2123,1,343.76,0
PED-2025-00082,2025-09-06 15:59:00,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2062,10,"105,22",10%
PED-2025-00083,06-09-2025,Ferreteria El Tornillo,MARKETPLACE,COMPLETADO,PRV-2116,3,"329,14",10
PED-2025-00083,2025-09-06,Ferreteria El Tornillo,MARKETPLACE,COMPLETADO,PRV-2044,2,198.84,5
PED-2025-00084,2025-09-28,Suministros Maresme,b2b,completado,PRV-2031,1,"246,84",10
PED-2025-00084,28/09/2025,  SUMINISTROS MARESME ,b2b,completado,PRV-2086,3,"60,14",5%
PED-2025-00084,2025-09-28 09:41:00,Suministros Maresme,b2b,completado,PRV-2106,5,300.56,"0,05"
PED-2025-00084,28-09-2025,Suministros Maresme,b2b,completado,PRV-2031,1,"242,66",0
PED-2025-00084,2025-09-28,Suministros Maresme,b2b,completado,PRV-2014,3,"60,09",5
PED-2025-00085,2025-10-05,Suministros Maresme,b2b,completado,PRV-2060,"2,0",259.21,0
PED-2025-00085,05/10/2025,Suministros Maresme,b2b,completado,PRV-6195,5,"86,06",10
PED-2025-00085,2025-10-05 10:09:00,Suministros Maresme,b2b,completado,PRV-2059,2,"460,80",0
PED-2025-00085,05-10-2025,Suministros Maresme,b2b,completado,PRV-2032,2,107.42,0
PED-2025-00085,2025-10-05,Suministros Maresme,b2b,completado,PRV-2040,1,"371,71",0
PED-2025-00086,2025-10-12,Almacenes Duran e Hijos,MARKETPLACE,cancelado,PRV-2053,1,"79,85",0
PED-2025-00086,12/10/2025,Almacenes Duran e Hijos,MARKETPLACE,cancelado,PRV-2069,5,402.56,"0,05"
PED-2025-00087,2025-10-25 08:25:00,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-2079,1,"621,55",5
PED-2025-00087,25-10-2025,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-2026,1,"62,81",5%
PED-2025-00088,2025-10-05,  COMERCIAL RIERA ,b2c,PENDIENTE,PRV-2048,1,288.16,5
PED-2025-00088,2025-10-05,Comercial Riera,b2c,PENDIENTE,PRV-2030,1,"327,87",5
PED-2025-00088,05/10/2025,Comercial Riera,b2c,PENDIENTE,PRV-2096,"5,0","24,15",0
PED-2025-00088,2025-10-05 12:14:00,Comercial Riera,b2c,PENDIENTE,PRV-2008,10,328.79,0
PED-2025-00089,04-10-2025,Talleres Sanchez,MARKETPLACE,COMPLETADO,PRV-2088,2,"237,05",0
PED-2025-00089,2025-10-04,Talleres Sanchez,MARKETPLACE,COMPLETADO,PRV-2092,0,"282,45",15
PED-2025-00089,2025-10-04,Talleres Sanchez,MARKETPLACE,COMPLETADO,PRV-2017,3,252.30,"0,15"
PED-2025-00090,23/10/2025,Suministros Industriales Vega,B2C,completado,PRV-2102,1,"351,06",10%
PED-2025-00090,2025-10-23 16:29:00,Suministros Industriales Vega,B2C,completado,PRV-2082,3,"437,53",10
PED-2025-00090,23-10-2025,Suministros Industriales Vega,B2C,completado,PRV-2053,1,83.28,15
PED-2025-00091,2025-10-06,Comercial Riera,B2C,enviado,PRV-2093,3,"358,99",0
PED-2025-00091,2025-10-06,Comercial Riera,B2C,enviado,PRV-6197,5,,5%
PED-2025-00091,06/10/2025,Comercial Riera,B2C,enviado,PRV-2097,3,200.46,0
PED-2025-00091,2025-10-06 11:39:00,  COMERCIAL RIERA ,B2C,enviado,PRV-2095,"5,0","91,13",5
PED-2025-00092,25-10-2025,Bricolaje Montseny,B2B,completado,PRV-2039,1,"340,96",0
PED-2025-00092,2025-10-25,Bricolaje Montseny,B2B,completado,PRV-2062,1,116.79,0
PED-2025-00092,2025-10-25,Bricolaje Montseny,B2B,completado,PRV-2112,5,"28,79",10
PED-2025-00092,25/10/2025,Bricolaje Montseny,B2B,completado,PRV-2100,3,"362,44",5
PED-2025-00092,,Bricolaje Montseny,B2B,completado,PRV-2077,2,421.42,5
PED-2025-00093,27-10-2025,Distribuciones Aragon,b2b,Completado,PRV-2098,1,"293,23",5%
PED-2025-00093,2025-10-27,Distribuciones Aragon,b2b,Completado,PRV-2060,1,"258,57",5
PED-2025-00093,2025-10-27,Distribuciones Aragon,b2b,Completado,PRV-2066,2,503.66,10
PED-2025-00093,27/10/2025,Distribuciones Aragon,b2b,Completado,PRV-6130,2,"93,70",0
PED-2025-00093,2025-10-27 10:33:00,Distribuciones Aragon,b2b,Completado,PRV-2004,2,"72,22",5%
PED-2025-00094,09-10-2025,Ferrolab SA,b2b,COMPLETADO,PRV-2071,"1,0",509.16,"0,15"
PED-2025-00094,2025-10-09,Ferrolab SA,b2b,COMPLETADO,PRV-2035,1,"287,92",0
PED-2025-00094,2025-10-09,  FERROLAB SA ,b2b,COMPLETADO,PRV-2089,3,"404,49",5
PED-2025-00095,26/10/2025,Instalaciones Bermudez,B2B,DEVUELTO,PRV-2124,1,204.98,10%
PED-2025-00095,2025-10-26 19:28:00,Instalaciones Bermudez,B2B,DEVUELTO,PRV-2108,25,"6,88",15
PED-2025-00096,16-10-2025,Talleres Sanchez,b2c,COMPLETADO,PRV-2119,-3,"218,71",10
PED-2025-00096,2025-10-16,Talleres Sanchez,b2c,COMPLETADO,PRV-2048,2,291.83,0
PED-2025-00096,2025-10-16,Talleres Sanchez,b2c,COMPLETADO,PRV-2006,50,"496,05",15%
PED-2025-00096,16/10/2025,Talleres Sanchez,b2c,COMPLETADO,PRV-2089,2,"446,71",0
PED-2025-00097,2025-10-19 18:19:00,Construcciones Elorza,B2C,ENVIADO,PRV-2069,1,432.34,"0,1"
PED-2025-00097,19-10-2025,Construcciones Elorza,B2C,ENVIADO,PRV-2092,3,"275,19",0
PED-2025-00097,2025-10-19,Construcciones Elorza,B2C,ENVIADO,PRV-2016,"10,0","325,27",10%
PED-2025-00097,2025-10-19,Construcciones Elorza,B2C,ENVIADO,PRV-2010,10,354.33,5
PED-2025-00098,12/10/2025,Ferrolab SA,B2C,ENVIADO,PRV-2026,1,"65,21",0
PED-2025-00098,2025-10-12 15:18:00,Ferrolab SA,B2C,ENVIADO,PRV-2115,5,"282,66",0
PED-2025-00099,09-10-2025,  BRICOLAJE MONTSENY ,b2b,COMPLETADO,PRV-2110,3,282.30,5%
PED-2025-00100,2025-10-22,Ferreteria El Tornillo,Marketplace,CANCELADO,PRV-2020,2,"418,90",0
PED-2025-00101,2025-10-15,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-2071,2,"518,63",0
PED-2025-00101,15/10/2025,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-2004,2,68.48,0
PED-2025-00101,2025-10-15 15:06:00,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-2117,1,"433,38",10%
PED-2025-00101,15-10-2025,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-6152,3,"128,34",5
PED-2025-00101,2025-10-15,Ferreteria El Tornillo,B2B,COMPLETADO,PRV-2008,2,362.35,0
PED-2025-00102,2025-10-17,Bricolaje Montseny,B2B,PENDIENTE,PRV-2058,"1,0","189,30",5
PED-2025-00102,17/10/2025,Bricolaje Montseny,B2B,PENDIENTE,PRV-2119,25,"207,56",5%
PED-2025-00102,2025-10-17 10:03:00,Bricolaje Montseny,B2B,PENDIENTE,PRV-2105,2,241.25,10
PED-2025-00102,17-10-2025,Bricolaje Montseny,B2B,PENDIENTE,PRV-2021,3,"232,03",0
PED-2025-00102,2025-10-17,Bricolaje Montseny,B2B,PENDIENTE,PRV-2115,5,"275,17",0
PED-2025-00103,2025-10-11,Talleres Sanchez,b2c,PENDIENTE,PRV-2105,1,240.49,0
PED-2025-00103,11/10/2025,  TALLERES SANCHEZ ,b2c,PENDIENTE,PRV-2069,2,"424,40",0
PED-2025-00103,2025-10-11 14:52:00,Talleres Sanchez,b2c,PENDIENTE,PRV-2076,1,"134,45",5
PED-2025-00103,11-10-2025,Talleres Sanchez,b2c,PENDIENTE,PRV-2063,3,461.94,5
PED-2025-00103,2025-10-11,Talleres Sanchez,b2c,PENDIENTE,PRV-2105,10,"215,85",0
PED-2025-00104,2025-10-06,Grupo Ferreteria Norte,Marketplace,COMPLETADO,PRV-2058,5,"183,93",10
PED-2025-00104,06/10/2025,Grupo Ferreteria Norte,Marketplace,COMPLETADO,PRV-2094,"25,0",271.71,0
PED-2025-00104,2025-10-06 12:01:00,Grupo Ferreteria Norte,Marketplace,COMPLETADO,PRV-2003,1,"48,27",0
PED-2025-00104,06-10-2025,Grupo Ferreteria Norte,Marketplace,COMPLETADO,PRV-2032,3,"102,27",
PED-2025-00104,2025-10-06,Grupo Ferreteria Norte,Marketplace,COMPLETADO,PRV-2011,2,23.65,0
PED-2025-00105,2025-10-07,Instalaciones Bermudez,Marketplace,COMPLETADO,PRV-2023,1,"399,67",0
PED-2025-00105,07/10/2025,Instalaciones Bermudez,Marketplace,COMPLETADO,PRV-2014,10,"61,16",10
PED-2025-00105,2025-10-07 13:55:00,Instalaciones Bermudez,Marketplace,COMPLETADO,PRV-2014,1,62.20,5%
PED-2025-00105,07-10-2025,Instalaciones Bermudez,Marketplace,COMPLETADO,PRV-2034,5,"361,54",0
PED-2025-00105,2025-10-07,  INSTALACIONES BERMUDEZ ,Marketplace,COMPLETADO,PRV-2112,2,"30,58",0
PED-2025-00106,2025-10-07,,b2c,COMPLETADO,PRV-2092,2,278.28,5
PED-2025-00106,07/10/2025,Ferreteria Los Olivos SL,b2c,COMPLETADO,PRV-2055,3,"486,93",10%
PED-2025-00107,2025-10-27 17:55:00,Suministros Maresme,MARKETPLACE,completado,PRV-2119,"5,0","207,61",0
PED-2025-00107,27-10-2025,Suministros Maresme,MARKETPLACE,completado,PRV-6135,1,140.36,"0,15"
PED-2025-00107,2025-10-27,Suministros Maresme,MARKETPLACE,completado,PRV-2013,2,"509,79",0
PED-2025-00108,2025-11-25,Instalaciones Bermudez,MARKETPLACE,COMPLETADO,PRV-2013,50,"537,37",5%
PED-2025-00108,25/11/2025,Instalaciones Bermudez,MARKETPLACE,COMPLETADO,PRV-2024,50,74.37,0
PED-2025-00108,2025-11-25 18:28:00,Instalaciones Bermudez,MARKETPLACE,COMPLETADO,PRV-2031,5,"243,92",10
PED-2025-00109,26-11-2025,Ferrolab SA,B2B,PENDIENTE,PRV-2081,50,"98,50",0
PED-2025-00109,2025-11-26,Ferrolab SA,B2B,PENDIENTE,PRV-2122,5,244.08,0
PED-2025-00109,2025-11-26,Ferrolab SA,B2B,PENDIENTE,PRV-2122,50,"265,14",5
PED-2025-00109,26/11/2025,Ferrolab SA,B2B,PENDIENTE,PRV-2089,10,"445,53",15
PED-2025-00110,2025-11-25 10:02:00,  FERRETERIA EL TORNILLO ,MARKETPLACE,completado,PRV-6162,5,25.35,"0,05"
PED-2025-00110,25-11-2025,Ferreteria El Tornillo,MARKETPLACE,completado,PRV-2069,"1,0","384,34",0
PED-2025-00111,2025-11-02,Instalaciones Bermudez,b2b,completado,PRV-2023,3,"384,11",5
PED-2025-00111,2025-11-02,Instalaciones Bermudez,b2b,completado,PRV-2059,2,435.86,0
PED-2025-00111,02/11/2025,Instalaciones Bermudez,b2b,completado,PRV-2107,1,,0
PED-2025-00111,2025-11-02 10:16:00,Instalaciones Bermudez,b2b,completado,PRV-2038,1,"177,19",0
PED-2025-00112,13-11-2025,Distribuciones Aragon,B2B,COMPLETADO,PRV-6129,1,61.84,10
PED-2025-00112,2025-11-13,Distribuciones Aragon,B2B,COMPLETADO,PRV-2051,1,"249,42",0
PED-2025-00112,2025-11-13,Distribuciones Aragon,B2B,COMPLETADO,PRV-2086,3,"63,82",10
PED-2025-00112,13/11/2025,Distribuciones Aragon,B2B,COMPLETADO,PRV-2009,3,29.07,5%
PED-2025-00112,2025-11-13 19:58:00,Distribuciones Aragon,B2B,COMPLETADO,PRV-2012,10,"381,08",5
PED-2025-00113,24-11-2025,Ferreteria El Tornillo,Marketplace,COMPLETADO,PRV-2124,1,"193,74",0
PED-2025-00113,2025-11-24,Ferreteria El Tornillo,Marketplace,COMPLETADO,PRV-2061,"25,0",46.83,5
PED-2025-00113,2025-11-24,  FERRETERIA EL TORNILLO ,Marketplace,COMPLETADO,PRV-2074,2,"267,39",10%
PED-2025-00114,20/11/2025,Suministros Maresme,B2B,PENDIENTE,PRV-2084,25,"43,92",0
PED-2025-00115,2025-11-25 19:36:00,Distribuciones Aragon,B2C,CANCELADO,PRV-2113,50,184.97,0
PED-2025-00116,10-11-2025,Distribuciones Aragon,MARKETPLACE,Completado,PRV-2072,3,"59,01",0
PED-2025-00116,2025-11-10,Distribuciones Aragon,MARKETPLACE,Completado,PRV-2037,2,"319,71",0
PED-2025-00116,2025-11-10,Distribuciones Aragon,MARKETPLACE,Completado,PRV-2002,2,85.08,0
PED-2025-00116,10/11/2025,Distribuciones Aragon,MARKETPLACE,Completado,PRV-2001,2,"372,24",5
PED-2025-00116,2025-11-10 13:10:00,Distribuciones Aragon,MARKETPLACE,Completado,PRV-2032,3,"101,60",0
PED-2025-00117,05-11-2025,Distribuciones Aragon,MARKETPLACE,enviado,PRV-2025,3,303.85,0
PED-2025-00117,2025-11-05,Distribuciones Aragon,MARKETPLACE,enviado,PRV-2096,2,"25,06",10
PED-2025-00118,2025-11-12,Ferrolab SA,b2b,DEVUELTO,PRV-6195,"2,0","91,04",0
PED-2025-00118,12/11/2025,Ferrolab SA,b2b,DEVUELTO,PRV-2071,1,496.30,0
PED-2025-00118,2025-11-12 09:53:00,Ferrolab SA,b2b,DEVUELTO,PRV-2038,3,"183,58",0
PED-2025-00118,12-11-2025,  FERROLAB SA ,b2b,DEVUELTO,PRV-2079,5,"628,05",0
PED-2025-00119,2025-11-20,Suministros Maresme,Marketplace,Completado,PRV-2073,1,304.28,0
PED-2025-00119,2025-11-20,Suministros Maresme,Marketplace,Completado,PRV-2039,2,"320,73",0
PED-2025-00119,20/11/2025,Suministros Maresme,Marketplace,Completado,PRV-2096,50,"25,59",10%
PED-2025-00119,2025-11-20 19:03:00,Suministros Maresme,Marketplace,Completado,PRV-2088,10,260.07,0
PED-2025-00120,01-11-2025,Talleres Sanchez,b2c,COMPLETADO,PRV-2051,1,"254,55",15
PED-2025-00120,2025-11-01,Talleres Sanchez,b2c,COMPLETADO,PRV-2104,5,"89,74",10
PED-2025-00120,2025-11-01,Talleres Sanchez,b2c,COMPLETADO,PRV-2027,25,110.00,10%
PED-2025-00120,01/11/2025,Talleres Sanchez,b2c,COMPLETADO,PRV-2013,"50,0","475,70",0
PED-2025-00121,2025-11-15 19:57:00,Obras y Reformas Prat,b2b,ENVIADO,PRV-2011,3,"24,85",5
PED-2025-00121,15-11-2025,Obras y Reformas Prat,b2b,ENVIADO,PRV-2115,10,268.96,"0,15"
PED-2025-00122,,Construcciones Elorza,b2b,ENVIADO,PRV-2063,1,"399,05",0
PED-2025-00123,2025-11-14,Instalaciones Bermudez,B2B,PENDIENTE,PRV-2113,2,"176,20",0
PED-2025-00123,14/11/2025,  INSTALACIONES BERMUDEZ ,B2B,PENDIENTE,PRV-2040,50,352.37,0
PED-2025-00123,2025-11-14 16:51:00,Instalaciones Bermudez,B2B,PENDIENTE,PRV-2023,1,"401,82",15
PED-2025-00124,04-11-2025,Ferreteria Los Olivos SL,MARKETPLACE,Completado,PRV-2086,3,"58,08",0
PED-2025-00124,2025-11-04,Ferreteria Los Olivos SL,MARKETPLACE,Completado,PRV-2025,25,287.58,0
PED-2025-00124,2025-11-04,Ferreteria Los Olivos SL,MARKETPLACE,Completado,PRV-2093,25,"319,27",0
PED-2025-00124,04/11/2025,Ferreteria Los Olivos SL,MARKETPLACE,Completado,PRV-2047,1,"64,31",0
PED-2025-00124,2025-11-04 15:17:00,Ferreteria Los Olivos SL,MARKETPLACE,Completado,PRV-2016,"5,0",323.34,0
PED-2025-00125,22-11-2025,Suministros Maresme,b2b,completado,PRV-2034,2,"358,90",15
PED-2025-00125,2025-11-22,Suministros Maresme,b2b,completado,PRV-2046,1,"242,23",10
PED-2025-00126,2025-11-12,Ferreteria Los Olivos SL,MARKETPLACE,CANCELADO,PRV-2050,2,70.48,0
PED-2025-00126,12/11/2025,Ferreteria Los Olivos SL,MARKETPLACE,CANCELADO,PRV-2028,25,"201,77",0
PED-2025-00126,2025-11-12 13:36:00,Ferreteria Los Olivos SL,MARKETPLACE,CANCELADO,PRV-2105,1,"215,19",0
PED-2025-00126,12-11-2025,Ferreteria Los Olivos SL,MARKETPLACE,CANCELADO,PRV-2057,2,339.29,10
PED-2025-00127,2025-11-25,  OBRAS Y REFORMAS PRAT ,Marketplace,DEVUELTO,PRV-2015,2,"321,93",0
PED-2025-00127,2025-11-25,Obras y Reformas Prat,Marketplace,DEVUELTO,PRV-2056,5,"139,43",0
PED-2025-00127,25/11/2025,Obras y Reformas Prat,Marketplace,DEVUELTO,PRV-2023,1,360.28,"0,1"
PED-2025-00127,2025-11-25 17:35:00,Obras y Reformas Prat,Marketplace,DEVUELTO,PRV-2081,1,"99,95",0
PED-2025-00127,25-11-2025,Obras y Reformas Prat,Marketplace,DEVUELTO,PRV-2007,"1,0","55,45",10
PED-2025-00128,2025-11-14,Distribuciones Aragon,MARKETPLACE,ENVIADO,PRV-2016,3,329.93,0
PED-2025-00128,2025-11-14,Distribuciones Aragon,MARKETPLACE,ENVIADO,PRV-2026,10,"60,66",10
PED-2025-00128,14/11/2025,Distribuciones Aragon,MARKETPLACE,ENVIADO,PRV-2124,1,"212,59",0
PED-2025-00128,2025-11-14 16:29:00,Distribuciones Aragon,MARKETPLACE,ENVIADO,PRV-2028,10,197.47,5
PED-2025-00128,14-11-2025,Distribuciones Aragon,MARKETPLACE,ENVIADO,PRV-2121,2,"201,98",0
PED-2025-00129,2025-11-19,Instalaciones Bermudez,b2c,PENDIENTE,PRV-2054,2,"478,61",0
PED-2025-00129,2025-11-19,Instalaciones Bermudez,b2c,PENDIENTE,PRV-2107,10,391.53,0
PED-2025-00129,19/11/2025,Instalaciones Bermudez,b2c,PENDIENTE,PRV-2095,50,"88,78",
PED-2025-00129,2025-11-19 13:19:00,  INSTALACIONES BERMUDEZ ,b2c,PENDIENTE,PRV-2012,5,"384,90",5%
PED-2025-00129,19-11-2025,Instalaciones Bermudez,b2c,PENDIENTE,PRV-2091,0,307.22,0
PED-2025-00130,2025-11-21,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2079,"1,0","628,11",0
PED-2025-00130,2025-11-21,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2061,1,"42,99",10
PED-2025-00130,21/11/2025,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2038,50,191.14,10%
PED-2025-00130,2025-11-21 18:47:00,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2058,10,"167,48",0
PED-2025-00131,04-11-2025,Suministros Industriales Vega,b2c,Completado,PRV-2024,10,"70,42",0
PED-2025-00131,2025-11-04,Suministros Industriales Vega,b2c,Completado,PRV-2094,10,242.13,"0,05"
PED-2025-00131,2025-11-04,Suministros Industriales Vega,b2c,Completado,PRV-2002,5,"81,52",0
PED-2025-00132,09/11/2025,Suministros Maresme,Marketplace,CANCELADO,PRV-2002,10,"87,88",0
PED-2025-00132,2025-11-09 12:47:00,Suministros Maresme,Marketplace,CANCELADO,PRV-6191,3,,0
PED-2025-00132,09-11-2025,Suministros Maresme,Marketplace,CANCELADO,PRV-2074,1,"240,16",5
PED-2025-00132,2025-11-09,Suministros Maresme,Marketplace,CANCELADO,PRV-2109,1,"70,50",0
PED-2025-00132,2025-11-09,  SUMINISTROS MARESME ,Marketplace,CANCELADO,PRV-2069,"25,0",427.84,10
PED-2025-00133,14/11/2025,Ferreteria Los Olivos SL,B2B,Completado,PRV-2025,5,"293,79",5
PED-2025-00133,2025-11-14 09:00:00,Ferreteria Los Olivos SL,B2B,Completado,PRV-2098,2,"282,21",0
PED-2025-00134,16-11-2025,Comercial Riera,MARKETPLACE,enviado,PRV-2020,3,413.45,0
PED-2025-00134,2025-11-16,Comercial Riera,MARKETPLACE,enviado,PRV-2028,1,"209,50",0
PED-2025-00134,2025-11-16,Comercial Riera,MARKETPLACE,enviado,PRV-2099,2,"345,45",0
PED-2025-00134,16/11/2025,Comercial Riera,MARKETPLACE,enviado,PRV-2086,50,61.91,0
PED-2025-00134,2025-11-16 19:59:00,Comercial Riera,MARKETPLACE,enviado,PRV-2101,1,"182,19",10%
PED-2025-00135,04-11-2025,Ferreteria El Tornillo,B2B,completado,PRV-2055,2,"546,88",0
PED-2025-00136,2025-11-16,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2092,1,256.11,5
PED-2025-00136,2025-11-16,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2112,25,"27,37",5
PED-2025-00136,16/11/2025,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2042,"1,0","278,90",0
PED-2025-00136,2025-11-16 14:47:00,Almacenes Duran e Hijos,MARKETPLACE,completado,PRV-2102,3,340.75,"0,1"
PED-2025-00136,16-11-2025,  ALMACENES DURAN E HIJOS ,MARKETPLACE,completado,PRV-2033,25,"334,79",0
PED-2025-00137,2025-11-26,Bricolaje Montseny,MARKETPLACE,COMPLETADO,PRV-2053,1,"82,34",0
PED-2025-00137,2025-11-26,Bricolaje Montseny,MARKETPLACE,COMPLETADO,PRV-2037,1,320.69,0
PED-2025-00137,26/11/2025,Bricolaje Montseny,MARKETPLACE,COMPLETADO,PRV-6159,10,"65,74",15
PED-2025-00137,2025-11-26 09:22:00,Bricolaje Montseny,MARKETPLACE,COMPLETADO,PRV-2015,3,"318,59",0
PED-2025-00138,08-11-2025,Almacenes Duran e Hijos,MARKETPLACE,cancelado,PRV-2107,1,370.30,15
PED-2025-00138,2025-11-08,Almacenes Duran e Hijos,MARKETPLACE,cancelado,PRV-2007,3,"62,10",0
PED-2025-00138,2025-11-08,Almacenes Duran e Hijos,MARKETPLACE,cancelado,PRV-2048,50,"273,70",0
PED-2025-00139,10/11/2025,Ferreteria Los Olivos SL,B2C,COMPLETADO,PRV-2074,25,266.77,0
PED-2025-00139,2025-11-10 12:58:00,Ferreteria Los Olivos SL,B2C,COMPLETADO,PRV-2039,"2,0","351,99",0
PED-2025-00139,10-11-2025,,B2C,COMPLETADO,PRV-2074,25,"268,77",0
PED-2025-00140,2025-12-18,Suministros Maresme,b2b,COMPLETADO,PRV-2099,-3,347.94,0
PED-2025-00140,2025-12-18,Suministros Maresme,b2b,COMPLETADO,PRV-2031,10,"251,87",0
PED-2025-00140,18/12/2025,  SUMINISTROS MARESME ,b2b,COMPLETADO,PRV-2058,1,"168,10",0
PED-2025-00140,2025-12-18 16:18:00,Suministros Maresme,b2b,COMPLETADO,PRV-2046,25,213.82,15%
PED-2025-00141,16-12-2025,Obras y Reformas Prat,MARKETPLACE,Completado,PRV-2116,1,"361,00",5
PED-2025-00141,2025-12-16,Obras y Reformas Prat,MARKETPLACE,Completado,PRV-2067,10,"296,30",15
PED-2025-00142,2025-12-27,Ferreteria Los Olivos SL,B2C,Completado,PRV-2104,1,92.08,0
PED-2025-00142,27/12/2025,Ferreteria Los Olivos SL,B2C,Completado,PRV-2112,25,"30,10",5%
PED-2025-00142,2025-12-27 18:00:00,Ferreteria Los Olivos SL,B2C,Completado,PRV-2062,2,"106,32",5
PED-2025-00143,18-12-2025,Bricolaje Montseny,b2b,COMPLETADO,PRV-2094,"1,0",246.93,15
PED-2025-00143,2025-12-18,Bricolaje Montseny,b2b,COMPLETADO,PRV-2012,3,"355,85",15
PED-2025-00143,2025-12-18,Bricolaje Montseny,b2b,COMPLETADO,PRV-2036,1,"342,44",0
PED-2025-00143,18/12/2025,Bricolaje Montseny,b2b,COMPLETADO,PRV-2118,2,578.90,0
PED-2025-00144,2025-12-11 12:12:00,Construcciones Elorza,B2B,Completado,PRV-2042,1,"264,33",10
PED-2025-00144,11-12-2025,Construcciones Elorza,B2B,Completado,PRV-2020,3,"381,60",0
PED-2025-00144,2025-12-11,  CONSTRUCCIONES ELORZA ,B2B,Completado,PRV-2066,1,489.27,5%
PED-2025-00144,2025-12-11,Construcciones Elorza,B2B,Completado,PRV-2094,1,"254,72",0
PED-2025-00145,06/12/2025,Instalaciones Bermudez,B2B,Completado,PRV-2059,1,"437,03",0
PED-2025-00145,2025-12-06 18:52:00,Instalaciones Bermudez,B2B,Completado,PRV-2070,50,452.91,0
PED-2025-00145,06-12-2025,Instalaciones Bermudez,B2B,Completado,PRV-2123,3,"351,17",10%
PED-2025-00145,2025-12-06,Instalaciones Bermudez,B2B,Completado,PRV-2075,"1,0","559,24",0
PED-2025-00145,2025-12-06,Instalaciones Bermudez,B2B,Completado,PRV-2091,2,300.54,10
PED-2025-00146,23/12/2025,Instalaciones Bermudez,b2b,CANCELADO,PRV-2002,10,"81,41",10
PED-2025-00146,2025-12-23 17:35:00,Instalaciones Bermudez,b2b,CANCELADO,PRV-2009,3,"27,62",0
PED-2025-00146,23-12-2025,Instalaciones Bermudez,b2b,CANCELADO,PRV-2058,10,174.84,"0,1"
PED-2025-00146,2025-12-23,Instalaciones Bermudez,b2b,CANCELADO,PRV-2011,5,"23,11",5
PED-2025-00146,2025-12-23,Instalaciones Bermudez,b2b,CANCELADO,PRV-2109,25,"80,46",10
PED-2025-00147,04/12/2025,Ferreteria El Tornillo,Marketplace,completado,PRV-2064,2,421.59,5%
PED-2025-00147,2025-12-04 14:05:00,  FERRETERIA EL TORNILLO ,Marketplace,completado,PRV-2074,10,"243,58",0
PED-2025-00147,04-12-2025,Ferreteria El Tornillo,Marketplace,completado,PRV-2087,1,"122,13",10
PED-2025-00147,2025-12-04,Ferreteria El Tornillo,Marketplace,completado,PRV-2091,1,316.28,0
PED-2025-00148,2025-12-04,Suministros Maresme,b2b,COMPLETADO,PRV-2040,"2,0","367,21",5%
PED-2025-00148,,Suministros Maresme,b2b,COMPLETADO,PRV-2081,5,"100,09",0
PED-2025-00148,2025-12-04 19:44:00,Suministros Maresme,b2b,COMPLETADO,PRV-2114,25,159.02,0
PED-2025-00148,04-12-2025,Suministros Maresme,b2b,COMPLETADO,PRV-6121,3,"17,54",10
PED-2025-00148,2025-12-04,Suministros Maresme,b2b,COMPLETADO,PRV-2114,50,"149,48",5%
PED-2025-00149,2025-12-10,Suministros Maresme,b2c,ENVIADO,PRV-2093,2,323.67,5
PED-2025-00149,10/12/2025,Suministros Maresme,b2c,ENVIADO,PRV-2104,50,"89,84",0
PED-2025-00150,2025-12-17 18:57:00,Ferreteria Los Olivos SL,B2C,enviado,PRV-2046,3,"210,18",10
PED-2025-00150,17-12-2025,Ferreteria Los Olivos SL,B2C,enviado,PRV-2082,1,474.42,0
PED-2025-00151,2025-12-17,Almacenes Duran e Hijos,b2c,enviado,PRV-2090,5,"404,69",5
